5	I loved this recipe .
4	Delicious !
4	This recipe was very good .
4	good cookie , thnx
5	Excellent !
3	Great ! !
5	These are amazing !
5	These are also called \
4	Great ! Icing is delicious .
5	sooo good i used green onions
4	Yummm ! !
5	We really enjoyed this !
5	I agree !
5	These are easy and yummy !
5	Simple and elegant ! Thank you
5	yummy !
5	your recipe sounds very good !
4	This was very good !
5	Awesome , definetely a keeper !
4	This was very good .
5	wow they taste really good
5	Delicious ! ! !
5	DELICIOUS !
5	It 's sooo good
5	This subtle little jewel was delicious
5	Yum ! This was delicious .
5	Excellent ! ! !
5	These are just completely adorable !
5	This is an awesome idea .
5	These were great !
4	These were pretty good !
5	I am anxious to try !
5	Really easy & tastes fantastic !
5	What a perfect holiday drink
5	Yum ! Thanks for sharing !
3	that was ok
5	This is delicious .
5	yes !
5	My family loved this dish !
1	it was just a good try
5	I made these biscuits for a
5	Great ! ! !
3	Ho Hum .
5	Delish !
5	These biscuits are fantastic !
5	yum !
5	This is soooo good .
5	Awesome !
5	Good !
5	Excellent ! !
5	I think you spelled bueno wrong
3	This was just okay for us
5	OMG ! MMMM ... Yummy !
5	Family loved it !
5	best I 've tried yet
5	This is a terrific dessert !
5	It 's Good .
4	i like this on pizza .
5	EXCELLENT ! ! !
5	We really enjoyed it !
5	  we loved this its great
5	This was very good
5	This is so good
5	This is phenomenal ! !
5	Wow this was rich !
5	Yummy !
5	Delicious!!!!Definately a keeper .
4	This is really good !
5	I made this tonight ! Delish
4	Added a banana , delicious !
4	These were yummy ! !
5	This was really yummy
5	Yummy ! ! !
5	I quite agree with moss nezz
5	Yum ! ! !
5	Oh this is so good !
5	My hubbies favorite now too !
5	My son says yummy
5	Yum ! !
4	delicious !
5	everyone loved it
5	This is Fantastic .....
5	Yummy ! !
5	nice info ! Thanks !
3	These were okay .
5	This is very good !
5	This bread is delicious !
4	mmm this was yummy
5	A wonderful cake . < br/>Thanks,<br/>Jan
5	My family really enjoys this .
5	delicious ! !
4	This recipe was so good .
5	DELICIOUS ! ! !
5	Yum !
5	My mouth is watering !
5	This was absolutely delicious !
5	Fantastic . Tasted just right .
5	This is the best soup ever
5	Awesome ! !
5	Great !
5	Yum .
5	Definitely comfort food !
5	Very nice drink , enjoyed it
3	It was ok
5	I use this recipe regularly !
5	this recipe sounds gret Thank you
2	Muffins came out very heavy .
5	These are excellent !
1	It never hardened for me
5	Definitely an all star recipe !
5	yep yep yep ! ! !
4	Tasty !
5	Cajun Sauce sounds great !
5	It was spectacular ! ! !
5	It worked like a charm !
5	wow .. awesome inviting dish ..
4	Very good . Thank you
4	family loved it
5	added some garlic , otherwise fantastic
5	It was a hit .
5	This recipe is a winner !
4	These were delicious ! :)
4	Delicious ! !
3	They were ok .
4	this was very good
5	holy crap this was good .
5	Loved loved loved !
5	This is a family favoritell !
5	Great!Thank you !
5	yum yum !
5	this recipe was wonderful
4	good .
5	this is excellent !
5	I make these every Christmas !
5	Champion recipe .. thank you
5	Yep , best ever !
5	I have a great try
5	they were really good
1	These are not enchiladas .. sorry
5	great stuff steamed these puppys .dee
5	Awsome ! ! !
5	I love it .
5	This was REALLY yummy ...
5	too easy & loved it !
5	I browned the roast ( salt
5	I enjoyed . Thank you !
4	I loved it
5	Excellent ! ! ! !
5	mmmmmmm this tastes awesome
5	it was really easy and fast
5	This is EXCELLENT .
4	I will make this again .
5	Delicious ! ! ! ! !
5	yummy ! ! !
4	This recipe is really GOOD !
5	We loved this , thanks .
5	I forgot to rate it :)
5	Yum ! Thanks
5	These were good .
4	This was good !
5	Sooo amazing ! Thank you !
5	I loved it so much
5	Devine !
5	Delish ! ! ! !
5	delicious ! ! !
5	Om nom nom !
5	husband loved it .
5	This is yummy .
5	This is dangerously addicting
5	This just screams " autumn "
5	yummy ! !
5	wow .. amazing
2	I don&#039;t think this works
5	Outstanding ! ! ! ! !
5	I thought it was very good
5	These Are Very Good
5	Yum , yum !
5	Delish ! Thanks:- )
5	They were excellent !
4	that sounds good and easy
5	The whole family loved them .
5	We like these thanks
5	yummmmmmy ... thanks so much
5	this is good
5	yum ! ! !
5	i love this recipe
5	The beast . Will make again
5	Just delicious . Thank you !
5	This is really good ! !
5	My youngest has a cow milk
5	Delicious ! Thank you
5	yummy thank you
5	Yum Yum Yum !
5	I liked this popcorn .
5	DELICIOUS ! :)
4	Great ! Makes a lot .
5	Deeeeeeeelicious just the way it is
5	wow this recipie is fabulous
5	This is great , thanks
5	It was tasty !
5	Yum - Yum !
5	Easy n good !
5	Yum ! That is all !
5	greeeaatt ! ! !
5	This is a FANTASTIC recipe !
1	the chicken was so dry .
5	Wow i love this mashed potato
4	Does this freeze OK ?
5	mmmmm ! ! ! !
4	Easy !
5	we loved this .dee
4	This was very interesting .
5	This works for me ...
5	This was just delicious !
5	Mm mm better .
5	What kind of cream ?
4	Good .
5	This is Heaven ...
5	I love these cookies
2	I was just ok .
5	it was amazing ! !
5	This ... is ..... AMAZING\
5	This dish is just perfect !
5	Excellent ! we really enjoyed this
4	Excellent . Thanks !
5	I love this dish .
5	wow these are dead on easy
5	OMG this is surprisingly great
5	oh yum
5	Wow ! Ever good .
5	Da'yum' ... this was good !
5	These are superb !
5	OMG , this is good .
1	This product is too day .
5	I love this too
5	this is great !
4	Excellent recipe Thanks Anu .
5	mmmmmmmmmm good ! ! !
5	This turned out to be awesome
5	I Just love it thanks
5	This was a grand slam !
5	This should be Illiegal !
5	This rocks !
2	The dip was good .
5	This bread was wonderful ! !
5	Delicious . Thanks .
3	I absolutely ruined them lol
4	These were delicious !
5	My kids LOVED these .
5	These are dreamy
5	Yum ! ! ! !
4	It was very good !
5	This recipe was awesome .
5	excellent !
5	This is SENSATIONAL !
5	This was really nice ...
5	m omlet was same like this
5	We all liked this one !
5	This was absolutely delicious .
4	This was good :)
5	This is awsome ! ! !
4	This tasted great !
5	Excellent ! Thank you :)
5	Delicious ! Thank you ! !
1	yucko !
5	awesome !
5	Very good . Thank you .
5	Wow ! !
5	Spot on !
5	this was an awesome recipe
5	Zesty !
5	This was very tasty ! !
4	boys loved it
5	Yum ! ! Good !
5	Whole family loved this !
5	This is a keeper !
5	It was great thx
5	Perfect recipe ! Love it !
4	The sauce for the tacos rocks
5	i love this stuff cherry bombers
5	awesome ! ! ! !
5	i loved the vegetables
3	It was an ok stew
5	These cupcakes are so yummy !
5	It was delicious .
5	darlene loved this thanks for posting
5	l had meatloaf on tuesday
5	These are pretty tasty !
5	Yumm yummm
5	This was a tasty meal !
4	I added some mint leaves
5	Made for dinner hubby loves it
1	what a bust .....
2	This is only ok .
5	Yum yum !
3	This was just ok .
5	Oh , yum !
3	We did not like it
5	deeeelish !
5	Greeat chicken . Will make again
5	Now this is Jerky !
5	My family loved this meal !
5	thanks !
5	Yummy ! ! ! ! !
5	I really liked this salad .
1	We thought this was very bland
4	This was good .
5	My kids loved this !
5	my husband loved it !
5	These are awesome !
5	I could eat this everyday !
4	We really liked this punch .
5	this was very very good thanks
5	Delish ! ! !
5	easy & tastes great
5	i love this casserole very much
5	my triplets love this dish
4	Mmm good !
5	Excellent ! ! Super ! !
5	Mmmmm ! This was wonderful !
5	lovely recipe , really recommend it
5	The family loved them . Thanks
5	Definately a keeper .
5	i love brussel sprouts now .............
5	This was really good !
5	Fabulous ! A must make !
4	I really enjoyed these .
4	This was nice and juicy !
4	These were pretty good .
5	It was really good !
5	This recipe is great ! !
5	this sounds like a keeper
5	Super - tasty !
5	Fab !
5	I loved these !
5	these were good
5	this was excelent
5	this is very nice , dee
5	Very good!!didn't change a thing~~~PeggyLynn
5	It was totally tasty dudes
5	My husband likes this .
5	Even the kids like them !
5	I love this easy casserole !
1	This was terrible
5	This was delicious !
5	I added a turnip .
5	Awesome ! ! ! ! !
2	This cake needs salt !
5	I Love it !
5	Yummy ! Thank you PattyKay !
5	Mmm , this was yummy !
5	Delicious ! ! ! !
4	these was really good
5	VERY GOOD ! Thanks Ruth .
4	That looks really good !
5	This was excellent ! !
5	We loved it , thanks !
5	Everyone loves this glaze !
5	Yum :)
5	We really loved it !
5	This was AWESOME !
5	Great ! ! ! !
5	This was just GREAT ! !
5	This sauce was just excellent .
5	Great recipe , loved it !
5	this is a great sandwich
5	Terrific !
5	Kids love this !
4	I loved the flavors together
5	Thanks your sister Sarah
5	this is really excellent
5	I use cashews so good
5	great ! ! ! thanks
5	My Family Loved this recipe .
5	Delish ! ! ! ! !
5	It was really good .
5	Everyone calls it bannock lol
5	DELICIOUS ! ! ! Thanks !
5	childhood remember ME
5	Yummy ! Turned out great .
5	This is delicious !
5	Yummmmmmmy !
3	Bland . Needs more spices .
5	Terrific ! !
4	This was great !
5	Great cookie thank you .
5	They were delightful !
5	Wow ! Sooo good ! !
5	Delicious ! ! ! =D
5	i love these cookies
5	I love this recipe !
5	it was the best
1	Mine came out thin and sour
5	Easy ! Yummy !
5	These are wonderful .
2	No amount is given for water
5	Delicious ... everyone enjoyed it !
4	very good , thank you !
5	Wonderful . Thank you .
5	Hubby really liked this .
5	Awesome ! ! ! !
5	This was awesome , thanks !
5	Oh YUM !
5	We love it !
5	Soooo goood !
5	this stuff is addicting
5	very nice.love the peels.will make again
5	Very good , thank you !
5	This sauce is great !
5	Thanks Manda !
5	great ! ! ! !
1	Not the best
5	OMG ! ! Deeeelicious ! !
5	Everyone loves it .
5	Wife Loves It .
4	This recipe turned out great :D
5	This soup was really good .
4	i thought this was pretty good
5	This stuff is awesome !
4	it was pretty good !
2	esta bien
1	This was horrible .
4	Recipe is easy and tasty .
5	Added paprika . Excellent !
5	Simplicity is the best .
4	the family loved it .
5	Delicioso !
5	Terrific . Everybody loves it .
5	This recipe is sooooo good !
4	This was great .
5	yum ! !
5	Wonderfull !
5	My whole family loved these !
5	mmmmm good
1	These had an odd taste .
5	I enjoy these ALOT !
4	This was pretty good
5	I love these pancakes
5	Awesome ! ! !
5	Great . Thanks
5	Excellent ! :)
5	This is excellent .
5	What a hit !
5	We loved these .
5	Yum Yum !
1	This recipe is completely incorrect .
5	Perfect ! Thanks !
5	Did everything accordingly came out good
5	This came out absolutely perfect !
5	I 'm in love !
5	My son loves this
5	This was a wonderful salad .
5	good an will try again
5	These were awesome!Thanks , Linda
5	definetely a keeper!!!!!!delicious tangy flavour
5	Excellent ! Thanks for sharing !
5	Whole family enjoyed these A+
5	Best cookies made .... gotta luv&#039;um
5	Good recipe ! Thank you .
5	that looks so yummy !
5	Excellent one !
5	Everyone loved these ! !
5	THX !
5	WoW !
4	That was good
5	great !
4	Husband loved it .
5	This was absolutely delicious ! !
5	This is amazing ! !
5	Good ingredients made ! ! :)
5	Wonderful ! Will make again !
5	This deserves a 5,very yummy
5	Wow ! This was great .
5	These rock ! Yum !
1	This recipe was HORRIBLE
5	yumm !
5	It 's great !
4	Yummmmmy ! ! !
5	These were a big hit !
5	My family really enjoyed this !
5	Best O have ever made !
5	This is a wonderfull recipe
5	This is a Winner !
4	it is a good recipe
5	Great , Easy .
3	We thought this was bland .
5	What a great idea for Ragu
5	mmm mmm good !
5	Yum ! Perfect .
1	I did not like this .
5	My whole family loved them !
5	We loved it !
4	these are great
5	this is vey good !
5	These are great !
1	These were terrible
5	Yummy ! Thanks mydesigirl . Bullwinkle
2	husband thought recipe was slightly bland
5	These are so good , not
3	it looks so good
1	This was bland and tasteless .
5	I agreed with Messy44
3	The egg is absolutely unnecessary .
5	Heaven . Thank you
5	Mmmm ... delicious !
3	It was okay .
5	I love this potato salad !
5	Excellent .
5	That 's a good meatball !
5	It was great . Thanks .
5	Super !
5	Perfecto !
5	This is great
5	wow thanks i helps alot
5	yummmmmmm .....
5	There are delightful
5	GREAT ! ! ! !
5	WOW these are great ! !
5	I will make this again !
5	Delicious ! This is a simple
5	It was excellent:- )
5	I loved these , yum !
4	I loved this one ! !
5	simple i like the lemony taste
5	This was liked by all !
5	Just like Rio , thanks .
3	That was ok ....
5	Kids love this
5	yummielicious ! ! ! !
4	Denmark Neighbors loved it .
5	Delicious ! Thanks for posting !
5	i love paula deen lol
5	it was great
5	Delicious , easy . Thanks !
5	A++++ Was GREAT ! !
5	So easy and delicious thank u
5	delicious ! ! thanks ..
5	Omg!Amazing .
5	this is the best ! thanks
4	i thought this was sensational !
4	Thanks , Nice recipe !
5	Wonderful ! Will make often !
2	I am not a fan
5	Amazing ! I used butterscotch !
5	This is sooooo good ! :)
5	Yummmy !
5	In a word YUMMM ! !
4	We enjoyed this very much !
4	yep !
5	they are awesome
5	Dish was absolutly devine
5	This is a new favorite !
5	Very good love it .
5	This is good stuff !
5	My family loves this !
5	excellent .
3	This is good .
5	Yummy ... these were fantastic !
4	This was tasty !
5	This cake is awesome ! !
5	added 1tablesppon butter also great dish
5	what 's not to like ?
5	this is a great recepie
5	I really loved this recipe !
5	my rowing crew loved them
5	It worked !
5	this is really googd
5	delicious ! :)
5	Excellent ! Thanks for sharing .
5	Delish ! !
5	This is awesome
5	What a surprisingly delicious combination !
5	This was great , thanks !
5	These are very good .
5	so very good , got milk
5	wow ! !
4	The sauce is really good .
4	this was very good thanks .
5	oh man ! so good !
5	This looks delicious .
4	I send a foto
5	This was easy and delicious .
5	These are great cookies !
4	The family enjoyed these !
5	These were good ! !
5	Aaaaaamazing !
5	Wow , delicious .
5	Added spinach ! Amazing !
5	The whole family loved it !
5	What excellent chicken !
5	  I love macaroons .
3	Prety yummy , thanks !
5	These are always yummy !
5	thisis great
5	This is superb ! !
5	This is the best !
5	These are wonderful bars !
5	good good
5	Fantastic ! ! Thank you
2	I like my Ribs slow cooked
5	OH SO GOOD Loved it
5	We loved these ribs
5	I made this with pork
3	My son likes this one
4	i loved it . very good
5	Yummy this recipe is awesome !
5	This recipe was fantastic !
5	yum .... yum ... yum ....
5	My picky toddler loves it .
5	Awesome ! thank you !
5	Easy peesy !
5	Everybody loved these ! Thanks !
5	These were excellent !
5	HAHAHAHA I love this recipe ...
5	Thish ish my fav'rite cruitfake.:D
5	this recipie was very great !
5	These brownies tasted great !
5	Agreed -- this is delicious !
5	my kids love it
4	Is the cheese optional ?
4	This was tasty .
5	This recipe is delicious !
5	YUMMY ! ! !
5	These are great ! Thanks !
4	My family loved them !
5	my family loves it ! !
5	Freaking yum !
5	This is brilliant :)
5	Excellant !
5	All I got ta say is
5	We loved them !
5	We loved it ! ! !
5	Awesome recipe just added enchilada sauce
4	Everyone really liked it .
5	This looks really good !
5	They tasted great !
5	Awesomeness !
5	This was excellent !
5	It turned out amazing
5	I also LOVE it .....
5	hmmmm yummm
5	This was bludy good tucker
5	Wow !
5	They were great ....
5	This is fantastic .
3	it was ok , thanks
5	Just like my mother makes .
5	WOUNDERFULL ! ! ! !
5	YUM ! ' nuf said .
5	Bravo ! ! !
5	Cool !
3	This has a nice flavor .
5	i like this recipe am 10
5	Hell yah !
5	We loved it
4	This was good , thanks .
1	they did not turn out .....
5	great drink loved it
5	wow this is great
5	This is excellent ! !
5	This is the best
5	wow ... delicious
5	These are fantastic !
5	These were good thanks
5	Heavenly ! Fool proof .
5	My family loves these !
5	Oh , yum ! ! !
5	it sounds good
5	It is a keeper .
5	This filling is absolutely beautiful
4	great tasting will make more Robyne
5	These are very tasty .
5	i love this salad dressing !
5	This recipe is awesome ... Thanks
4	This was pretty good !
5	Perfect ! We loved it !
5	This was wonderful .
5	this is a great pizza .dee
4	Brie lovers delight !
4	mmmmm .
5	mmmm these were good
4	very nice . Thank you
5	very good , thank you
5	I enjoyed it !
5	MMhmm !
3	Easy .
5	Amazing ! Thank you !
4	I liked this dip . Thanks
5	I loved this !
5	Divine ! ! !
5	PERFECT ... 'nuf said ! !
5	This is was super good .
5	darlene kosssman had this recipe also
5	We just love it .
5	My DH loves this drink .
5	yummm ! ! !
5	DELICIOUS . that s all .
5	This was delicious ! ! !
5	We loved this with chicken !
5	This tastes ' good !
5	I love garlic pork .
5	Yummo ! ! !
5	The family loved it .
5	This tastes great with malabar spinach
5	this was a grrreat receipe
5	We made these , delicious
5	wow ts right thanks for posting
5	yummo !
5	You are a great cook
5	Thanks .
5	lovely salad .. loved it !
5	I love it !
5	The kids LOVE this !
5	We loved these !
5	Easy peasy ... loved it !
5	This is wonderfully delicious !
5	What an awesome recipe !
5	Gorgeous ! A must try !
4	Recipe was unique yet tasty .
4	My kids even loved this !
5	this is just sooooo gooood
5	This is like drinking dessert !
5	wow lots of flavor try this
5	Awesome ! Thanks .
4	I like !
5	Susan likes this
5	Yyyyuuuummmmmm ! ! ! ! !
4	These were fantastic !
5	This one 's a keeper !
5	Great recipe ! Thank you !
4	Yummy ! Thank 's Elana !
1	Ew it tasted terrible
5	Yummy . Came out perfect .
5	Even the Baby LOVED it
5	Yeah ! ! !
4	Good , thanks !
5	Grazie grazie , grazie !
5	Thanks my husband loves this !
4	boyfriend loved it . thank you
5	This bruschetta is absolutely delicious !
4	This was great OUTSTANDING !
5	I 'm addicted !
4	These worked really well .
4	My husband loved these cookies !
5	These cookies turned out perfect ;)
3	Not a very good o
5	My family love these cookies ...
5	It turn out great
5	These are absolutely delicious ...
5	easy tastes great
5	yes , this is good .
5	I love this chicken .
5	This was amazing ! ! !
5	my whole family loved this !
5	easy n good
5	This was just simply Excellent !
4	These were quite good
5	how amazing love it !
5	These were amazing !
5	Classic ! Thank you !
5	This recipe is easy and wonderful
5	Yum ! ! ! ! !
2	Beans & Mushroom Combo is Fantastic
5	WOW ! ! Delicious ! !
5	Wonderful but takes time .
5	these are great =)
5	I really like this recipe .
5	Yes ! ! ! ! !
5	this was really good :)
5	This was so good
5	Very yummy ! Thank you !
2	We thought it was bland .
1	It was horrible .
5	Just like Mom 's !
5	This looks really good
5	55555555555 stars this look so good
5	This is amaaaaaaaazing !
5	Very tasty ! Thanks for sharing
5	These are awesome ! Thanks !
5	This turned out fantastic !
5	Amazing cauliflower ! Yum !
5	The whole family loves this !
5	Yes , this is perfection !
5	This is the best cheesecake !
3	You forgot the oil .
5	Yummy ! I remember these
4	Simple and tastes great too .
4	It was awesome ! ! !
5	how cute is that =]
5	It came out wonderful !
1	it 's only ok
5	it is sososos good
5	this really is the best ever
5	It was wonderful !
5	omg ...... awesome !
5	best cookies ever bar none
2	eh ... it coulda been better
5	you 're the daddy faultless
5	I love these things !
5	This is great ! ! !
5	Just like Bennigans !
5	Yummmmy !
4	this is great item
5	I quite agree
5	This was so yummy !
5	Yum Yum ! !
5	My family loved it !
5	it was super good and beautiful
1	this was such a mess
5	Yum ! Yum ! Yum !
4	i loved it !
5	The dressing is fantastic !
4	I used Prego 4 cheese
5	These are sooooo yummmmyyyyy
5	wow good
1	it exploded ?
5	MMMMMmmm ! ! !
4	these chewey cookies are satisfaction !
5	These were the best ! !
5	We loved this recipe .
5	It was delicious thank you !
5	Definately a keeper !
5	This was amazing & simple .
4	these are extremely addicting !
5	EXCELLENT thank you !
5	This is awesome .
4	family loves this .
5	yummy ! ! ! !
3	i luvd it
5	it was yummy yummy
1	Yuck . My whole family gagged
1	This was not very good .
5	This was awesome . Thanks .
5	Terrific ! Thanks !
5	They were perfect !
5	darlene used cherry pie filling also
5	THIS IS REALLY GOOD ! !
4	The chicken was delicious !
1	This was not for us .....
1	This had no flavor .
5	My family LOVES this
5	It turned out great and cheesy
5	Deeeeeelicious !
1	This recipe was very bland .
5	Wonderful- whole family loved it !
5	OMG ! Soooooo good !
5	This turned out great !
5	These sound divine ! Yummmmmmm !
5	I love the peach addition !
5	Yummmmmmmmmm ! !
5	those look so delicious !
5	Good eats !
5	This is fantastic !
5	such a good salad !
5	We loved it!!!<br/>Definitely a keeper .
5	Oh , yummm !
5	these were fun and delicious .
5	Easy ! Great little recipe .
1	Just a complete flop !
5	Delish ! ! ! :)
5	It was awesome ! !
5	The flavors are so good .
5	These are Yummy ! ! !
5	These are DELISH ! ! !
5	My family loved it ! !
5	May I have some today ?
5	awsome ! ! ! !
5	These are my favorite cookies !
3	Can I make this without grilling
5	My husband LOVED this !
5	this is awesome !
5	this is how i make these
3	This was a little bland .
5	My son adored this !
2	We threw this away .
5	Fiberlicious !
5	This was great ! Thanks !
5	I deleted the bacon and added
5	Excellent - we really enjoyed !
5	scrumptious !
4	excellent thank you ! !
5	This is amazingly good .
5	Outstanding ! Made me smile .
5	Excellent ! ! Great flavors !
5	Winner ! This is excellent !
5	Supergood !
2	The edges were good .
5	This was wonderful !
4	My little girls loved it !
5	Ummmmmmmmmm!Goooooood !
5	These were great!!Thanks
5	What a delicious recipe !
5	These sound so tasty
5	oh Yeah !
5	This was amazing dish
5	mmm ........ XD
5	I love this !
5	I love this salad !
5	These taste amazing .
5	My husband loved this .
4	Can this dough be frozen ?
5	This stuff is addictive .
5	These were really good
5	This is wonderful ! !
5	These are wonderful !
5	This is a WONDERFUL recipe !
5	Wonderful Meal everyone loved it !
4	This is simple and good
5	Wow . Outstanding .
5	Excellent ,
5	excellent ! ! ! !
5	We simply loved this .
5	These little gems are addicting !
5	Dee - lish ! :)
5	Mmm ! These were excellent !
5	Fantastico !
5	Spectacular . Thank you !
5	Everyone LOVED them ! Thanks !
5	Wonderful recipe , loved them !
5	Oh , goody !
5	Oh Yum . They were perfecyt
3	Quite a nice one !
5	This one is yummy !
5	Excellent Soup ! Thank you !
5	Excellent , easy
5	This was an outstanding meal !
5	Yum ! ' nuf said !
4	We enjoyed it .
5	great salad we enjoyed it
5	This is soooooo good
5	Brilliant ! ! ! ! !
5	these are AWESOME !
5	PERFECT ! Thank You ! !
3	nice ! ! ! !
3	I added rosemary to add flavour
5	Tender ! ! !
5	Quite an expression kee wee
4	Good scone recipe . thank you
4	This dish is wonderful!!!:- )
5	Yum . Will make again.= )
5	It was everything ! ! !
5	this is great
5	Oh how l love the 70s
5	Excellent , excellent , excellent !
5	we love this recipe !
5	This sauce was delicious !
5	This sauce is so delicious !
5	It&#039;s good .
5	amazing ! added more jalapenos !
5	easy to make and tastes great
5	Dear goodness YUM ! ! !
5	Very nice ! Thank you
4	It was good .
